Indicador;Localidad;Ano;Valor
Número de hurto a establecimientos de comercio;ANTONIO NARIÑO;2021;419
Número de hurtos a residencias;ANTONIO NARIÑO;2021;154
Número de lesiones comunes;ANTONIO NARIÑO;2021;422
Número de homicidios CICRI;BARRIOS UNIDOS;2021;11
Número de hurtos a personas;BARRIOS UNIDOS;2021;4264
Número de hurtos a vehículos;BARRIOS UNIDOS;2021;115
Número de hurto a establecimientos de comercio;BARRIOS UNIDOS;2021;529
Número de hurtos a residencias;BARRIOS UNIDOS;2021;286
Número de lesiones comunes;BARRIOS UNIDOS;2021;592
Número de homicidios CICRI;BOSA;2021;114
Número de hurtos a personas;BOSA;2021;6205
Número de hurtos a vehículos;BOSA;2021;284
Número de hurto a establecimientos de comercio;BOSA;2021;427
Número de hurtos a residencias;BOSA;2021;509
Número de lesiones comunes;BOSA;2021;2213
Número de homicidios CICRI;CHAPINERO;2021;11
Número de hurtos a personas;CHAPINERO;2021;8424
Número de hurtos a vehículos;CHAPINERO;2021;55
Número de hurto a establecimientos de comercio;CHAPINERO;2021;822
Número de hurtos a residencias;CHAPINERO;2021;325
Número de lesiones comunes;CHAPINERO;2021;549
Número de homicidios CICRI;CIUDAD BOLÍVAR;2021;206
Número de hurtos a personas;CIUDAD BOLÍVAR;2021;5000
Número de hurtos a vehículos;CIUDAD BOLÍVAR;2021;263
Número de hurto a establecimientos de comercio;CIUDAD BOLÍVAR;2021;381
Número de hurtos a residencias;CIUDAD BOLÍVAR;2021;408
Número de lesiones comunes;CIUDAD BOLÍVAR;2021;2202
Número de homicidios CICRI;ENGATIVÁ;2021;53
Número de hurtos a personas;ENGATIVÁ;2021;11734
Número de hurtos a vehículos;ENGATIVÁ;2021;553
Número de hurto a establecimientos de comercio;ENGATIVÁ;2021;952
Número de hurtos a residencias;ENGATIVÁ;2021;915
Número de lesiones comunes;ENGATIVÁ;2021;1781
Número de homicidios CICRI;FONTIBÓN;2021;27
Número de hurtos a personas;FONTIBÓN;2021;7013
Número de hurtos a vehículos;FONTIBÓN;2021;153
Número de hurto a establecimientos de comercio;FONTIBÓN;2021;709
Número de hurtos a residencias;FONTIBÓN;2021;361
Número de lesiones comunes;FONTIBÓN;2021;871
Número de homicidios CICRI;KENNEDY;2021;186
Número de hurtos a personas;KENNEDY;2021;11981
Número de hurtos a vehículos;KENNEDY;2021;815
Número de hurto a establecimientos de comercio;KENNEDY;2021;1036
Número de hurtos a residencias;KENNEDY;2021;987
Número de lesiones comunes;KENNEDY;2021;2994
Número de homicidios CICRI;LA CANDELARIA;2021;6
Número de hurtos a personas;LA CANDELARIA;2021;973
Número de hurtos a vehículos;LA CANDELARIA;2021;12
Número de hurto a establecimientos de comercio;LA CANDELARIA;2021;395
Número de hurtos a residencias;LA CANDELARIA;2021;33
Número de lesiones comunes;LA CANDELARIA;2021;307
Número de homicidios CICRI;LOS MÁRTIRES;2021;70
Número de hurtos a personas;LOS MÁRTIRES;2021;4364
Número de hurtos a vehículos;LOS MÁRTIRES;2021;94
Número de hurto a establecimientos de comercio;LOS MÁRTIRES;2021;493
Número de hurtos a residencias;LOS MÁRTIRES;2021;212
Número de lesiones comunes;LOS MÁRTIRES;2021;787
Número de lesiones comunes;OTROS;2021;34
Número de homicidios CICRI;PUENTE ARANDA;2021;16
Número de hurtos a personas;PUENTE ARANDA;2021;5468
Número de hurtos a vehículos;PUENTE ARANDA;2021;308
Número de hurto a establecimientos de comercio;PUENTE ARANDA;2021;701
Número de hurtos a residencias;PUENTE ARANDA;2021;407
Número de lesiones comunes;PUENTE ARANDA;2021;907
Número de homicidios CICRI;RAFAEL URIBE URIBE;2021;84
Número de hurtos a personas;RAFAEL URIBE URIBE;2021;4020
Número de hurtos a vehículos;RAFAEL URIBE URIBE;2021;181
Número de hurto a establecimientos de comercio;RAFAEL URIBE URIBE;2021;457
Número de hurtos a residencias;RAFAEL URIBE URIBE;2021;301
Número de lesiones comunes;RAFAEL URIBE URIBE;2021;1319
Número de homicidios CICRI;SAN CRISTÓBAL;2021;72
Número de hurtos a personas;SAN CRISTÓBAL;2021;3305
Número de hurtos a vehículos;SAN CRISTÓBAL;2021;151
Número de hurto a establecimientos de comercio;SAN CRISTÓBAL;2021;289
Número de hurtos a residencias;SAN CRISTÓBAL;2021;274
Número de lesiones comunes;SAN CRISTÓBAL;2021;1339
Número de homicidios CICRI;SANTA FE;2021;47
Número de hurtos a personas;SANTA FE;2021;4813
Número de hurtos a vehículos;SANTA FE;2021;38
Número de hurto a establecimientos de comercio;SANTA FE;2021;545
Número de hurtos a residencias;SANTA FE;2021;126
Número de lesiones comunes;SANTA FE;2021;807
Número de homicidios CICRI;SUBA;2021;60
Número de hurtos a personas;SUBA;2021;10898
Número de hurtos a vehículos;SUBA;2021;337
Número de hurto a establecimientos de comercio;SUBA;2021;1089
Número de hurtos a residencias;SUBA;2021;1070
Número de lesiones comunes;SUBA;2021;2143
Número de hurtos a personas;SUMAPAZ;2021;1
Número de lesiones comunes;SUMAPAZ;2021;1
Número de homicidios CICRI;TEUSAQUILLO;2021;15
Número de hurtos a personas;TEUSAQUILLO;2021;5296
Número de hurtos a vehículos;TEUSAQUILLO;2021;96
Número de hurto a establecimientos de comercio;TEUSAQUILLO;2021;526
Número de hurtos a residencias;TEUSAQUILLO;2021;378
Número de lesiones comunes;TEUSAQUILLO;2021;505
Número de homicidios CICRI;TUNJUELITO;2021;26
Número de hurtos a personas;TUNJUELITO;2021;2426
Número de hurtos a vehículos;TUNJUELITO;2021;69
Número de hurto a establecimientos de comercio;TUNJUELITO;2021;174
Número de hurtos a residencias;TUNJUELITO;2021;153
Número de lesiones comunes;TUNJUELITO;2021;587
Número de homicidios CICRI;USAQUÉN;2021;36
Número de hurtos a personas;USAQUÉN;2021;7734
Número de hurtos a vehículos;USAQUÉN;2021;22854
Número de hurto a establecimientos de comercio;USAQUÉN;2021;896
Número de hurtos a residencias;USAQUÉN;2021;607
Número de lesiones comunes;USAQUÉN;2021;1080
Número de homicidios CICRI;USME;2021;70
Número de hurtos a personas;USME;2021;2340
Número de hurtos a vehículos;USME;2021;96
Número de hurto a establecimientos de comercio;USME;2021;252
Número de hurtos a residencias;USME;2021;278
Número de lesiones comunes;USME;2021;1414
Número de homicidios CICRI;ANTONIO NARIÑO;2022;21
Número de hurtos a personas;ANTONIO NARIÑO;2022;2744
Número de hurtos a vehículos;ANTONIO NARIÑO;2022;113
Número de hurto a establecimientos de comercio;ANTONIO NARIÑO;2022;428
Número de hurtos a residencias;ANTONIO NARIÑO;2022;123
Número de lesiones comunes;ANTONIO NARIÑO;2022;352
Número de homicidios CICRI;BARRIOS UNIDOS;2022;12
Número de hurtos a personas;BARRIOS UNIDOS;2022;5402
Número de hurtos a vehículos;BARRIOS UNIDOS;2022;83
Número de hurto a establecimientos de comercio;BARRIOS UNIDOS;2022;522
Número de hurtos a residencias;BARRIOS UNIDOS;2022;257
Número de lesiones comunes;BARRIOS UNIDOS;2022;617
Número de homicidios CICRI;BOSA;2022;90
Número de hurtos a personas;BOSA;2022;6824
Número de hurtos a vehículos;BOSA;2022;273
Número de hurto a establecimientos de comercio;BOSA;2022;466
Número de hurtos a residencias;BOSA;2022;412
Número de lesiones comunes;BOSA;2022;1674
Número de homicidios CICRI;CHAPINERO;2022;15
Número de hurtos a personas;CHAPINERO;2022;11994
Número de hurtos a vehículos;CHAPINERO;2022;55
Número de hurto a establecimientos de comercio;CHAPINERO;2022;918
Número de hurtos a residencias;CHAPINERO;2022;373
Número de lesiones comunes;CHAPINERO;2022;597
Número de homicidios CICRI;CIUDAD BOLÍVAR;2022;198
Número de hurtos a personas;CIUDAD BOLÍVAR;2022;5576
Número de hurtos a vehículos;CIUDAD BOLÍVAR;2022;292
Número de hurto a establecimientos de comercio;CIUDAD BOLÍVAR;2022;453
Número de hurtos a residencias;CIUDAD BOLÍVAR;2022;405
Número de lesiones comunes;CIUDAD BOLÍVAR;2022;1798
Número de homicidios CICRI;ENGATIVÁ;2022;47
Número de hurtos a personas;ENGATIVÁ;2022;13702
Número de hurtos a vehículos;ENGATIVÁ;2022;466
Número de hurto a establecimientos de comercio;ENGATIVÁ;2022;1019
Número de hurtos a residencias;ENGATIVÁ;2022;869
Número de lesiones comunes;ENGATIVÁ;2022;1619
Número de homicidios CICRI;FONTIBÓN;2022;27
Número de hurtos a personas;FONTIBÓN;2022;9190
Número de hurtos a vehículos;FONTIBÓN;2022;158
Número de hurto a establecimientos de comercio;FONTIBÓN;2022;976
Número de hurtos a residencias;FONTIBÓN;2022;417
Número de lesiones comunes;FONTIBÓN;2022;819
Número de homicidios CICRI;KENNEDY;2022;117
Número de hurtos a personas;KENNEDY;2022;14539
Número de hurtos a vehículos;KENNEDY;2022;827
Número de hurto a establecimientos de comercio;KENNEDY;2022;968
Número de hurtos a residencias;KENNEDY;2022;817
Número de lesiones comunes;KENNEDY;2022;2517
Número de homicidios CICRI;LA CANDELARIA;2022;1
Número de hurtos a personas;LA CANDELARIA;2022;1327
Número de hurtos a vehículos;LA CANDELARIA;2022;18
Número de hurto a establecimientos de comercio;LA CANDELARIA;2022;174
Número de hurtos a residencias;LA CANDELARIA;2022;35
Número de lesiones comunes;LA CANDELARIA;2022;196
Número de homicidios CICRI;LOS MÁRTIRES;2022;49
Número de hurtos a personas;LOS MÁRTIRES;2022;5721
Número de hurtos a vehículos;LOS MÁRTIRES;2022;76
Número de hurto a establecimientos de comercio;LOS MÁRTIRES;2022;554
Número de hurtos a residencias;LOS MÁRTIRES;2022;181
Número de lesiones comunes;LOS MÁRTIRES;2022;808
Número de lesiones comunes;OTROS;2022;1
Número de homicidios CICRI;PUENTE ARANDA;2022;21
Número de hurtos a personas;PUENTE ARANDA;2022;6691
Número de hurtos a vehículos;PUENTE ARANDA;2022;291
Número de hurto a establecimientos de comercio;PUENTE ARANDA;2022;721
Número de hurtos a residencias;PUENTE ARANDA;2022;326
Número de lesiones comunes;PUENTE ARANDA;2022;917
Número de homicidios CICRI;RAFAEL URIBE URIBE;2022;80
Número de hurtos a personas;RAFAEL URIBE URIBE;2022;4488
Número de hurtos a vehículos;RAFAEL URIBE URIBE;2022;179
Número de hurto a establecimientos de comercio;RAFAEL URIBE URIBE;2022;347
Número de hurtos a residencias;RAFAEL URIBE URIBE;2022;313
Número de lesiones comunes;RAFAEL URIBE URIBE;2022;1037
Número de homicidios CICRI;SAN CRISTÓBAL;2022;63
Número de hurtos a personas;SAN CRISTÓBAL;2022;3671
Número de hurtos a vehículos;SAN CRISTÓBAL;2022;124
Número de hurto a establecimientos de comercio;SAN CRISTÓBAL;2022;337
Número de hurtos a residencias;SAN CRISTÓBAL;2022;286
Número de lesiones comunes;SAN CRISTÓBAL;2022;1081
Número de homicidios CICRI;SANTA FE;2022;63
Número de hurtos a personas;SANTA FE;2022;7639
Número de hurtos a vehículos;SANTA FE;2022;46
Número de hurto a establecimientos de comercio;SANTA FE;2022;534
Número de hurtos a residencias;SANTA FE;2022;129
Número de lesiones comunes;SANTA FE;2022;794
Número de homicidios CICRI;SUBA;2022;85
Número de hurtos a personas;SUBA;2022;14544
Número de hurtos a vehículos;SUBA;2022;318
Número de hurto a establecimientos de comercio;SUBA;2022;1177
Número de hurtos a residencias;SUBA;2022;949
Número de lesiones comunes;SUBA;2022;1909
Número de hurtos a personas;SUMAPAZ;2022;0
Número de lesiones comunes;SUMAPAZ;2022;0
Número de homicidios CICRI;TEUSAQUILLO;2022;14
Número de hurtos a personas;TEUSAQUILLO;2022;7959
Número de hurtos a vehículos;TEUSAQUILLO;2022;82
Número de hurto a establecimientos de comercio;TEUSAQUILLO;2022;625
Número de hurtos a residencias;TEUSAQUILLO;2022;406
Número de lesiones comunes;TEUSAQUILLO;2022;444
Número de homicidios CICRI;TUNJUELITO;2022;20
Número de hurtos a personas;TUNJUELITO;2022;2766
Número de hurtos a vehículos;TUNJUELITO;2022;85
Número de hurto a establecimientos de comercio;TUNJUELITO;2022;174
Número de hurtos a residencias;TUNJUELITO;2022;120
Número de lesiones comunes;TUNJUELITO;2022;477
Número de homicidios CICRI;USAQUÉN;2022;34
Número de hurtos a personas;USAQUÉN;2022;9314
Número de hurtos a vehículos;USAQUÉN;2022;150
Número de hurto a establecimientos de comercio;USAQUÉN;2022;939
Número de hurtos a residencias;USAQUÉN;2022;654
Número de lesiones comunes;USAQUÉN;2022;800
Número de homicidios CICRI;USME;2022;59
Número de hurtos a personas;USME;2022;3027
Número de hurtos a vehículos;USME;2022;95
Número de hurto a establecimientos de comercio;USME;2022;262
Número de hurtos a residencias;USME;2022;247
Número de lesiones comunes;USME;2022;1109
Número de homicidios CICRI;ANTONIO NARIÑO;2023;13
Número de hurtos a personas;ANTONIO NARIÑO;2023;3228
Número de hurtos a vehículos;ANTONIO NARIÑO;2023;143
Número de hurto a establecimientos de comercio;ANTONIO NARIÑO;2023;357
Número de hurtos a residencias;ANTONIO NARIÑO;2023;120
Número de lesiones comunes;ANTONIO NARIÑO;2023;313
Número de homicidios CICRI;BARRIOS UNIDOS;2023;17
Número de hurtos a personas;BARRIOS UNIDOS;2023;6931
Número de hurtos a vehículos;BARRIOS UNIDOS;2023;78
Número de hurto a establecimientos de comercio;BARRIOS UNIDOS;2023;530
Número de hurtos a residencias;BARRIOS UNIDOS;2023;230
Número de lesiones comunes;BARRIOS UNIDOS;2023;608
Número de homicidios CICRI;BOSA;2023;112
Número de hurtos a personas;BOSA;2023;7284
Número de hurtos a vehículos;BOSA;2023;228
Número de hurto a establecimientos de comercio;BOSA;2023;483
Número de hurtos a residencias;BOSA;2023;409
Número de lesiones comunes;BOSA;2023;1615
Número de homicidios CICRI;CHAPINERO;2023;16
Número de hurtos a personas;CHAPINERO;2023;14976
Número de hurtos a vehículos;CHAPINERO;2023;57
Número de hurto a establecimientos de comercio;CHAPINERO;2023;933
Número de hurtos a residencias;CHAPINERO;2023;376
Número de lesiones comunes;CHAPINERO;2023;567
Número de homicidios CICRI;CIUDAD BOLÍVAR;2023;188
Número de hurtos a personas;CIUDAD BOLÍVAR;2023;6596
Número de hurtos a vehículos;CIUDAD BOLÍVAR;2023;353
Número de hurto a establecimientos de comercio;CIUDAD BOLÍVAR;2023;432
Número de hurtos a residencias;CIUDAD BOLÍVAR;2023;468
Número de lesiones comunes;CIUDAD BOLÍVAR;2023;2068
Número de homicidios CICRI;ENGATIVÁ;2023;60
Número de hurtos a personas;ENGATIVÁ;2023;15458
Número de hurtos a vehículos;ENGATIVÁ;2023;461
Número de hurto a establecimientos de comercio;ENGATIVÁ;2023;1080
Número de hurtos a residencias;ENGATIVÁ;2023;1229
Número de lesiones comunes;ENGATIVÁ;2023;1595
Número de homicidios CICRI;FONTIBÓN;2023;32
Número de hurtos a personas;FONTIBÓN;2023;8938
Número de hurtos a vehículos;FONTIBÓN;2023;156
Número de hurto a establecimientos de comercio;FONTIBÓN;2023;856
Número de hurtos a residencias;FONTIBÓN;2023;386
Número de lesiones comunes;FONTIBÓN;2023;791
Número de homicidios CICRI;KENNEDY;2023;171
Número de hurtos a personas;KENNEDY;2023;16152
Número de hurtos a vehículos;KENNEDY;2023;969
Número de hurto a establecimientos de comercio;KENNEDY;2023;936
Número de hurtos a residencias;KENNEDY;2023;872
Número de lesiones comunes;KENNEDY;2023;2306
Número de homicidios CICRI;LA CANDELARIA;2023;8
Número de hurtos a personas;LA CANDELARIA;2023;1309
Número de hurtos a vehículos;LA CANDELARIA;2023;7
Número de hurto a establecimientos de comercio;LA CANDELARIA;2023;149
Número de hurtos a residencias;LA CANDELARIA;2023;33
Número de lesiones comunes;LA CANDELARIA;2023;190
Número de homicidios CICRI;LOS MÁRTIRES;2023;48
Número de hurtos a personas;LOS MÁRTIRES;2023;9097
Número de hurtos a vehículos;LOS MÁRTIRES;2023;70
Número de hurto a establecimientos de comercio;LOS MÁRTIRES;2023;713
Número de hurtos a residencias;LOS MÁRTIRES;2023;254
Número de lesiones comunes;LOS MÁRTIRES;2023;1179
Número de lesiones comunes;OTROS;2023;130
Número de homicidios CICRI;PUENTE ARANDA;2023;16
Número de hurtos a personas;PUENTE ARANDA;2023;6964
Número de hurtos a vehículos;PUENTE ARANDA;2023;345
Número de hurto a establecimientos de comercio;PUENTE ARANDA;2023;635
Número de hurtos a residencias;PUENTE ARANDA;2023;328
Número de lesiones comunes;PUENTE ARANDA;2023;845
Número de homicidios CICRI;RAFAEL URIBE URIBE;2023;78
Número de hurtos a personas;RAFAEL URIBE URIBE;2023;5461
Número de hurtos a vehículos;RAFAEL URIBE URIBE;2023;328
Número de hurto a establecimientos de comercio;RAFAEL URIBE URIBE;2023;389
Número de hurtos a residencias;RAFAEL URIBE URIBE;2023;380
Número de lesiones comunes;RAFAEL URIBE URIBE;2023;1067
Número de homicidios CICRI;SAN CRISTÓBAL;2023;56
Número de hurtos a personas;SAN CRISTÓBAL;2023;3917
Número de hurtos a vehículos;SAN CRISTÓBAL;2023;152
Número de hurto a establecimientos de comercio;SAN CRISTÓBAL;2023;458
Número de hurtos a residencias;SAN CRISTÓBAL;2023;322
Número de lesiones comunes;SAN CRISTÓBAL;2023;1210
Número de homicidios CICRI;SANTA FE;2023;50
Número de hurtos a personas;SANTA FE;2023;8792
Número de hurtos a vehículos;SANTA FE;2023;41
Número de hurto a establecimientos de comercio;SANTA FE;2023;597
Número de hurtos a residencias;SANTA FE;2023;170
Número de lesiones comunes;SANTA FE;2023;827
Número de homicidios CICRI;SUBA;2023;77
Número de hurtos a personas;SUBA;2023;17656
Número de hurtos a vehículos;SUBA;2023;337
Número de hurto a establecimientos de comercio;SUBA;2023;1242
Número de hurtos a residencias;SUBA;2023;1042
Número de lesiones comunes;SUBA;2023;2008
Número de hurtos a personas;SUMAPAZ;2023;0
Número de lesiones comunes;SUMAPAZ;2023;0
Número de homicidios CICRI;TEUSAQUILLO;2023;13
Número de hurtos a personas;TEUSAQUILLO;2023;10228
Número de hurtos a vehículos;TEUSAQUILLO;2023;179
Número de hurto a establecimientos de comercio;TEUSAQUILLO;2023;516
Número de hurtos a residencias;TEUSAQUILLO;2023;446
Número de lesiones comunes;TEUSAQUILLO;2023;403
Número de homicidios CICRI;TUNJUELITO;2023;21
Número de hurtos a personas;TUNJUELITO;2023;2787
Número de hurtos a vehículos;TUNJUELITO;2023;70
Número de hurto a establecimientos de comercio;TUNJUELITO;2023;152
Número de hurtos a residencias;TUNJUELITO;2023;92
Número de lesiones comunes;TUNJUELITO;2023;485
Número de homicidios CICRI;USAQUÉN;2023;35
Número de hurtos a personas;USAQUÉN;2023;8643
Número de hurtos a vehículos;USAQUÉN;2023;102
Número de hurto a establecimientos de comercio;USAQUÉN;2023;902
Número de hurtos a residencias;USAQUÉN;2023;666
Número de lesiones comunes;USAQUÉN;2023;786
Número de homicidios CICRI;USME;2023;70
Número de hurtos a personas;USME;2023;3187
Número de hurtos a vehículos;USME;2023;158
Número de hurto a establecimientos de comercio;USME;2023;291
Número de hurtos a residencias;USME;2023;377
Número de lesiones comunes;USME;2023;1067
Número de homicidios CICRI;ANTONIO NARIÑO;2024;14
Número de hurtos a personas;ANTONIO NARIÑO;2024;2237
Número de hurtos a vehículos;ANTONIO NARIÑO;2024;127
Número de hurto a establecimientos de comercio;ANTONIO NARIÑO;2024;353
Número de hurtos a residencias;ANTONIO NARIÑO;2024;74
Número de lesiones comunes;ANTONIO NARIÑO;2024;307
Número de homicidios CICRI;BARRIOS UNIDOS;2024;21
Número de hurtos a personas;BARRIOS UNIDOS;2024;5117
Número de hurtos a vehículos;BARRIOS UNIDOS;2024;130
Número de hurto a establecimientos de comercio;BARRIOS UNIDOS;2024;494
Número de hurtos a residencias;BARRIOS UNIDOS;2024;221
Número de lesiones comunes;BARRIOS UNIDOS;2024;449
Número de homicidios CICRI;BOSA;2024;118
Número de hurtos a personas;BOSA;2024;5326
Número de hurtos a vehículos;BOSA;2024;190
Número de hurto a establecimientos de comercio;BOSA;2024;364
Número de hurtos a residencias;BOSA;2024;316
Número de lesiones comunes;BOSA;2024;1383
Número de homicidios CICRI;CHAPINERO;2024;18
Número de hurtos a personas;CHAPINERO;2024;10943
Número de hurtos a vehículos;CHAPINERO;2024;68
Número de hurto a establecimientos de comercio;CHAPINERO;2024;952
Número de hurtos a residencias;CHAPINERO;2024;288
Número de lesiones comunes;CHAPINERO;2024;529
Número de homicidios CICRI;CIUDAD BOLÍVAR;2024;236
Número de hurtos a personas;CIUDAD BOLÍVAR;2024;4737
Número de hurtos a vehículos;CIUDAD BOLÍVAR;2024;329
Número de hurto a establecimientos de comercio;CIUDAD BOLÍVAR;2024;375
Número de hurtos a residencias;CIUDAD BOLÍVAR;2024;340
Número de lesiones comunes;CIUDAD BOLÍVAR;2024;1963
Número de homicidios CICRI;ENGATIVÁ;2024;65
Número de hurtos a personas;ENGATIVÁ;2024;12300
Número de hurtos a vehículos;ENGATIVÁ;2024;407
Número de hurto a establecimientos de comercio;ENGATIVÁ;2024;888
Número de hurtos a residencias;ENGATIVÁ;2024;630
Número de lesiones comunes;ENGATIVÁ;2024;1325
Número de homicidios CICRI;FONTIBÓN;2024;37
Número de hurtos a personas;FONTIBÓN;2024;8038
Número de hurtos a vehículos;FONTIBÓN;2024;131
Número de hurto a establecimientos de comercio;FONTIBÓN;2024;678
Número de hurtos a residencias;FONTIBÓN;2024;313
Número de lesiones comunes;FONTIBÓN;2024;646
Número de homicidios CICRI;KENNEDY;2024;174
Número de hurtos a personas;KENNEDY;2024;11910
Número de hurtos a vehículos;KENNEDY;2024;983
Número de hurto a establecimientos de comercio;KENNEDY;2024;882
Número de hurtos a residencias;KENNEDY;2024;656
Número de lesiones comunes;KENNEDY;2024;2332
Número de homicidios CICRI;LA CANDELARIA;2024;4
Número de hurtos a personas;LA CANDELARIA;2024;1791
Número de hurtos a vehículos;LA CANDELARIA;2024;14
Número de hurto a establecimientos de comercio;LA CANDELARIA;2024;188
Número de hurtos a residencias;LA CANDELARIA;2024;39
Número de lesiones comunes;LA CANDELARIA;2024;188
Número de homicidios CICRI;LOS MÁRTIRES;2024;47
Número de hurtos a personas;LOS MÁRTIRES;2024;11478
Número de hurtos a vehículos;LOS MÁRTIRES;2024;130
Número de hurto a establecimientos de comercio;LOS MÁRTIRES;2024;828
Número de hurtos a residencias;LOS MÁRTIRES;2024;180
Número de lesiones comunes;LOS MÁRTIRES;2024;1016
Número de lesiones comunes;OTROS;2024;165
Número de homicidios CICRI;PUENTE ARANDA;2024;25
Número de hurtos a personas;PUENTE ARANDA;2024;5589
Número de hurtos a vehículos;PUENTE ARANDA;2024;435
Número de hurto a establecimientos de comercio;PUENTE ARANDA;2024;685
Número de hurtos a residencias;PUENTE ARANDA;2024;259
Número de lesiones comunes;PUENTE ARANDA;2024;705
Número de homicidios CICRI;RAFAEL URIBE URIBE;2024;54
Número de hurtos a personas;RAFAEL URIBE URIBE;2024;3343
Número de hurtos a vehículos;RAFAEL URIBE URIBE;2024;251
Número de hurto a establecimientos de comercio;RAFAEL URIBE URIBE;2024;317
Número de hurtos a residencias;RAFAEL URIBE URIBE;2024;280
Número de lesiones comunes;RAFAEL URIBE URIBE;2024;1019
Número de homicidios CICRI;SAN CRISTÓBAL;2024;53
Número de hurtos a personas;SAN CRISTÓBAL;2024;3220
Número de hurtos a vehículos;SAN CRISTÓBAL;2024;127
Número de hurto a establecimientos de comercio;SAN CRISTÓBAL;2024;381
Número de hurtos a residencias;SAN CRISTÓBAL;2024;230
Número de lesiones comunes;SAN CRISTÓBAL;2024;1025
Número de homicidios CICRI;SANTA FE;2024;91
Número de hurtos a personas;SANTA FE;2024;9519
Número de hurtos a vehículos;SANTA FE;2024;52
Número de hurto a establecimientos de comercio;SANTA FE;2024;566
Número de hurtos a residencias;SANTA FE;2024;148
Número de lesiones comunes;SANTA FE;2024;699
Número de homicidios CICRI;SUBA;2024;75
Número de hurtos a personas;SUBA;2024;12772
Número de hurtos a vehículos;SUBA;2024;252
Número de hurto a establecimientos de comercio;SUBA;2024;1094
Número de hurtos a residencias;SUBA;2024;811
Número de lesiones comunes;SUBA;2024;1598
Número de hurtos a personas;SUMAPAZ;2024;0
Número de lesiones comunes;SUMAPAZ;2024;0
Número de homicidios CICRI;TEUSAQUILLO;2024;11
Número de hurtos a personas;TEUSAQUILLO;2024;7519
Número de hurtos a vehículos;TEUSAQUILLO;2024;135
Número de hurto a establecimientos de comercio;TEUSAQUILLO;2024;531
Número de hurtos a residencias;TEUSAQUILLO;2024;304
Número de lesiones comunes;TEUSAQUILLO;2024;486
Número de homicidios CICRI;TUNJUELITO;2024;27
Número de hurtos a personas;TUNJUELITO;2024;2313
Número de hurtos a vehículos;TUNJUELITO;2024;61
Número de hurto a establecimientos de comercio;TUNJUELITO;2024;146
Número de hurtos a residencias;TUNJUELITO;2024;88
Número de lesiones comunes;TUNJUELITO;2024;496
Número de homicidios CICRI;USAQUÉN;2024;47
Número de hurtos a personas;USAQUÉN;2024;8592
Número de hurtos a vehículos;USAQUÉN;2024;117
Número de hurto a establecimientos de comercio;USAQUÉN;2024;921
Número de hurtos a residencias;USAQUÉN;2024;617
Número de lesiones comunes;USAQUÉN;2024;756
Número de homicidios CICRI;USME;2024;89
Número de hurtos a personas;USME;2024;2372
Número de hurtos a vehículos;USME;2024;130
Número de hurto a establecimientos de comercio;USME;2024;264
Número de hurtos a residencias;USME;2024;242
Número de lesiones comunes;USME;2024;949
